name,short_name,position,team,price,total_score,average_score,owned_percentage,form
Alireza Jahanbakhsh,A. Jahanbakhsh,M,Iran,4,1,1,0.1,0.5
Daniel Svensson,D. Svensson,D,Sweden,5,1,1,0.1,0.5
Jhon Córdoba,J. Córdoba,F,Colombia,4.5,1,1,0.2,0.5
Zeki Çelik,Z. Çelik,D,Türkiye,5,1,1,0.2,0.5
Kevin Castaño,K. Castaño,M,Colombia,4.5,1,1,0.1,0.5
Ángelo Preciado,Á. Preciado,M,Ecuador,4.5,1,0.5,0.1,0.5
Matías Fernández-Pardo,M. Fernandez,F,Belgium,5.5,1,0.5,0.8,0.5
David Raum,D. Raum,D,Germany,6,1,1,6.3,0.5
Nikola Vasilj,N. Vasilj,G,Bosnia & Herzegovina,5,1,0.5,1,0.5
Yuito Suzuki,Y. Suzuki,F,Japan,5,1,1,0.4,0.5
Mohammad Abu Zrayq,Shararh,M,Jordan,4,1,1,0.1,0.5
Salih Özcan,S. Özcan,M,Türkiye,4.5,1,1,0.1,0.5
Waldemar Anton,W. Anton,D,Germany,4.5,1,1,0.2,0.5
Jamie Leweling,J. Leweling,M,Germany,4.5,1,1,0.1,0.5
Haji Wright,H. Wright,F,USA,4.5,1,1,0.2,0.5
Mehdi Ghayedi,M. Ghayedi,M,Iran,4.5,1,1,0.1,0.5
Arthur Theate,A. Theate,D,Belgium,5.5,1,1,1.6,0.5
Guus Til,G. Til,M,Netherlands,5.5,1,1,0.5,0.5
Benjamin Nygren,B. Nygren,M,Sweden,6,1,0.5,0.9,0.5
Ahmed Qasem,A. Qasem,M,Iraq,4,1,0.5,0.1,0.5
Rani Khedira,R. Khedira,M,Tunisia,5,1,0.5,0.1,0.5
Kojo Peprah Oppong,K. P. Oppong,D,Ghana,4.5,1,1,0,0.5
Luis Chávez,L. Chávez,M,Mexico,5,1,1,0.2,0.5
Keisuke Goto,K. Goto,F,Japan,4.5,1,1,0.1,0.5
Mohamed Belhadj Mahmoud,M. H. Mahmoud,M,Tunisia,4.5,1,1,0,0.5
Igor Sergeev,I. Sergeev,F,Uzbekistan,4,1,0.5,0.1,0.5
Rahman Baba,R. Baba,D,Ghana,4.5,1,1,0.1,0.5
Jordy Caicedo,J. Caicedo,F,Ecuador,4.5,1,1,0.3,0.5
Ismael Díaz,I. Díaz,M,Panama,4.5,1,1,0.1,0.5
Yang Hyun-Jun,Y. Hyun-Jun,F,South Korea,4.5,1,1,0.1,0.5
Aimar Sher,A. Sher,M,Iraq,4,1,1,0,0.5
Nawaf Boushal,N. Boushal,D,Saudi Arabia,4,1,1,0.1,0.5
Ivan Šunjić,I. Šunjić,M,Bosnia & Herzegovina,4.5,1,0.5,0.1,0.5
Ali Alipour,A. Alipourghara,F,Iran,4.5,1,1,0,0.5
Kento Shiogai,K. Shiogai,F,Japan,4.5,1,1,0.1,0.5
Kristian Thorstvedt,K. Thorstvedt,M,Norway,5,1,1,0.1,0.5
Niko Sigur,N. Sigur,D,Canada,4,1,1,0.2,0.5
Junnosuke Suzuki,J. Suzuki,D,Japan,4.5,1,1,0.1,0.5
Tomáš Chorý,T. Chorý,F,Czechia,4.5,1,1,0.1,0.5
Joe Scally,J. Scally,D,USA,4.5,1,1,0.1,0.5
Dženis Burnić,D. Burnić,M,Bosnia & Herzegovina,4.5,1,1,0,0.5
Milad Mohammadi,M. Mohammadi,D,Iran,4.5,1,0.5,0.1,0.5
João Paulo,J. Paulo,M,Cabo Verde,4,1,1,0.1,0.5
Garry Rodrigues,G. Rodrigues,M,Cabo Verde,4,1,1,0.1,0.5
Willy Semedo,W. Semedo,M,Cabo Verde,4,1,1,0.1,0.5
Auston Trusty,A. Trusty,D,USA,5,1,1,0.1,0.5
Ayumu Seko,A. Seko,D,Japan,4.5,1,1,0.1,0.5
Amirhossein Hosseinzadeh,A. Hosseinzadeh,F,Iran,4.5,1,0.5,0,0.5
Cédric Itten,C. Itten,F,Switzerland,4,1,1,0.2,0.5
Karim Hafez,K. Hafez,D,Egypt,4,1,1,0.1,0.5
Lyndon Dykes,L. Dykes,F,Scotland,4.5,1,0.5,0.1,0.5
Besfort Zeneli,B. Zeneli,M,Sweden,4.5,1,1,0,0.5
Ahmed Basil,A. Basil,G,Iraq,4,1,1,0.1,0.5
Marco Friedl,M. Friedl,D,Austria,4.5,1,1,0,0.5
Mahdi Torabi,M. Torabi,F,Iran,4.5,1,1,0,0.5
Saleh Hardani,S. Hardani,D,Iran,4.5,1,1,0,0.5
Aziz Behich,A. Behich,D,Australia,4.5,1,1,0,0.5
Ross Stewart,R. Stewart,F,Scotland,4,1,1,0.2,0.5
Tomás Rodríguez,T. Rodríguez,F,Panama,4,1,1,0.1,0.5
Alexandro Maidana,A. Maidana,D,Paraguay,4,1,1,0.1,0.5
Tony Ralston,T. Ralston,D,Scotland,4,1,1,0.1,0.5
Jonathan Osorio,J. Osorio,M,Canada,4,1,1,0.2,0.5
Kenny McLean,K. McLean,M,Scotland,4.5,1,0.5,0.1,0.5
Gervane Kastaneer,G. Kastaneer,F,Curaçao,4,1,0.5,0.1,0.5
José Canale,J. Canale,D,Paraguay,4,1,1,0,0.5
Aníbal Godoy,A. Godoy,M,Panama,4.5,1,1,0,0.5
David Zima,D. Zima,D,Czechia,4.5,1,1,0,0.5
Benjamin Old,B. Old,M,New Zealand,4,1,0.5,0,0.5
Aria Yousefi,A. Yousefi,M,Iran,4.5,1,1,0,0.5
Mo Abualnadi,M. Abualnadi,D,Jordan,4,1,1,0,0.5
Sherzod Esanov,S. Esanov,M,Uzbekistan,4,1,1,0,0.5
Hassan Al Haydos,H. A. Haydos,F,Qatar,4.5,1,1,0,0.5
Jin-gyu Kim,J. Kim,M,South Korea,5,1,1,0.2,0.5
Éric Davis,É. Davis,D,Panama,4,1,1,0,0.5
Jeremy Antonisse,J. Antonisse,M,Curaçao,4,1,1,0,0.5
Ryan Thomas,R. Thomas,M,New Zealand,4,1,0.5,0,0.5
Godfried Roemeratoe,G. Roemeratoe,M,Curaçao,4,1,1,0,0.5
Lucas Mendes,L. Mendes,D,Qatar,4,1,1,0,0.5
Mohammad Al Daoud,M. A. Daoud,M,Jordan,4,1,1,0.1,0.5
Neymar,Neymar,M,Brazil,6.5,0,0,3.7,0
Endrick,Endrick,F,Brazil,6,0,0,14.5,0
Ronald Araújo,R. Araújo,D,Uruguay,5,0,0,1,0
Joan García,J. García,G,Spain,4,0,0,8.5,0
Bernardo Silva,B. Silva,M,Portugal,6.5,0,0,3.5,0
Giorgian de Arrascaeta,G. de Arrascaeta,M,Uruguay,6.5,0,0,0.1,0
Eric García,E. García,D,Spain,5.5,0,0,3.6,0
Simon Adingra,S. Adingra,M,Côte d'Ivoire,5.5,0,0,0.7,0
Kobbie Mainoo,K. Mainoo,M,England,5.5,0,0,2.9,0
Nick Woltemade,N. Woltemade,F,Germany,6,0,0,3.2,0
Ederson,Ederson,G,Brazil,5,0,0,1.8,0
N'Golo Kanté,N. Kanté,M,France,5,0,0,4.8,0
Ibrahima Konaté,I. Konaté,D,France,5,0,0,5.3,0
Fiston Mayele,F. Mayele,F,DR Congo,4.5,0,0,0.1,0
Santiago Giménez,S. Giménez,F,Mexico,5,0,0,1.3,0
Mohamed Amoura,M. E. A. Amoura,F,Algeria,6.5,0,0,0.4,0
Théo Bongonda,T. Bongonda,M,DR Congo,4.5,0,0,0.2,0
Meschak Elia,M. Elia,F,DR Congo,4.5,0,0,0.1,0
David Raya,D. Raya,G,Spain,4.5,0,0,9.5,0
Alphonso Davies,A. Davies,D,Canada,6,0,0,4.7,0
Senne Lammens,S. Lammens,G,Belgium,4.5,0,0,1.6,0
Leandro Paredes,L. Paredes,M,Argentina,5,0,0,1.6,0
Martín Zubimendi,M. Zubimendi,M,Spain,6,0,0,2,0
Ayoub El Kaabi,A. E. Kaabi,F,Morocco,6,0,0,1.7,0
Sofyan Amrabat,S. Amrabat,M,Morocco,5.5,0,0,1.2,0
Mamadou Sarr,M. Sarr,D,Senegal,5,0,0,0.6,0
Diogo Dalot,D. Dalot,D,Portugal,5,0,0,1.4,0
Kendry Páez,K. Páez,M,Ecuador,5.5,0,0,0.6,0
Giuliano Simeone,G. Simeone,M,Argentina,6.5,0,0,1.1,0
José Manuel López,J. López,F,Argentina,5,0,0,0.8,0
Mohamed El-Shenawy,M. El-Shenawy,G,Egypt,4.5,0,0,0.3,0
Valentín Barco,V. Barco,M,Argentina,6,0,0,1.4,0
James Trafford,J. Trafford,G,England,4,0,0,1.5,0
Duckens Nazon,D. Nazon,F,Haiti,4,0,0,0.3,0
Víctor Muñoz,V. Muñoz,F,Spain,4.5,0,0,0.6,0
Nathan Aké,N. Aké,D,Netherlands,5,0,0,2.6,0
Matheus Nunes,M. Nunes,D,Portugal,5.5,0,0,2.9,0
Ollie Watkins,O. Watkins,F,England,6,0,0,2.7,0
Assane Diao,A. Diao,F,Senegal,5,0,0,0.3,0
Iñaki Williams,I. Williams,M,Ghana,6,0,0,1.3,0
Warren Zaïre-Emery,W. Zaïre-Emery,M,France,6,0,0,1.9,0
Juan Musso,J. Musso,G,Argentina,4,0,0,1,0
Rúben Neves,R. Neves,M,Portugal,6.5,0,0,0.5,0
Giovani Lo Celso,G. Lo Celso,M,Argentina,5.5,0,0,0.7,0
Jorrel Hato,J. Hato,D,Netherlands,4.5,0,0,0.7,0
Jorge Carrascal,J. Carrascal,M,Colombia,4.5,0,0,0.6,0
Relebohile Mofokeng,R. Mofokeng,M,South Africa,4,0,0,1.1,0
Alex Sandro,A. Sandro,D,Brazil,4.5,0,0,0.7,0
Altay Bayındır,A. Bayındır,G,Türkiye,4.5,0,0,0.4,0
Ivan Toney,I. Toney,F,England,5.5,0,0,1.2,0
Léo Pereira,L. Pereira,D,Brazil,5,0,0,0.4,0
Alejandro Grimaldo,A. Grimaldo,M,Spain,6,0,0,1.5,0
Exequiel Palacios,E. Palacios,M,Argentina,5.5,0,0,0.6,0
Francisco Trincão,F. Trincão,M,Portugal,7,0,0,0.2,0
Bremer,Bremer,D,Brazil,5,0,0,1.2,0
Gerónimo Rulli,G. Rulli,G,Argentina,4.5,0,0,0.3,0
Habib Diarra,H. Diarra,M,Senegal,5.5,0,0,0.5,0
Gessime Yassine,G. Yassine,M,Morocco,5,0,0,0.1,0
Haissem Hassan,H. Hassan,M,Egypt,4,0,0,0.7,0
Lucas Hernández,L. Hernández,D,France,4.5,0,0,1.3,0
Jean-Philippe Mateta,J. Mateta,F,France,5.5,0,0,1.2,0
Esmir Bajraktarević,E. Bajraktarević,M,Bosnia & Herzegovina,5.5,0,0,1,0
Jens Petter Hauge,J. Hauge,M,Norway,6,0,0,1.1,0
Ahmadou Bamba Dieng,A. B. Dieng,F,Senegal,4.5,0,0,0.1,0
Noah Okafor,N. Okafor,F,Switzerland,5.5,0,0,1.1,0
Jarell Quansah,J. Quansah,D,England,4.5,0,0,0.3,0
Adil Boulbina,A. Boulbina,M,Algeria,4.5,0,0,0.2,0
Guillermo Ochoa,G. Ochoa,G,Mexico,4.5,0,0,3.5,0
Maxence Lacroix,M. Lacroix,D,France,4.5,0,0,0.5,0
Bara Sapoko Ndiaye,B. S. Ndiaye,M,Senegal,4.5,0,0,0.3,0
Axel Witsel,A. Witsel,D,Belgium,4.5,0,0,0.6,0
Evan Ndicka,E. Ndicka,D,Côte d'Ivoire,5.5,0,0,1.4,0
Weverton,Weverton,G,Brazil,4,0,0,0.5,0
Angelo Stiller,A. Stiller,M,Germany,5.5,0,0,0.9,0
Gonçalo Inácio,G. Inácio,D,Portugal,5.5,0,0,2.4,0
Armando González,A. González,F,Mexico,4.5,0,0,0.4,0
Oumar Diakité,O. Diakité,F,Côte d'Ivoire,4.5,0,0,0.2,0
Ismael Gharbi,I. Gharbi,M,Tunisia,4.5,0,0,0.1,0
Jørgen Strand Larsen,J. Larsen,F,Norway,5,0,0,0.3,0
Yéremy Pino,Y. Pino,M,Spain,5.5,0,0,0.5,0
Facundo Pellistri,F. Pellistri,M,Uruguay,4.5,0,0,0.3,0
Ernest Nuamah,E. Nuamah,M,Ghana,4.5,0,0,0.2,0
Cherif Ndiaye,C. Ndiaye,F,Senegal,4.5,0,0,0.2,0
Justin Kluivert,J. Kluivert,M,Netherlands,5.5,0,0,0.8,0
Joaquín Piquerez,J. Piquerez,D,Uruguay,4.5,0,0,0.4,0
Malick Thiaw,M. Thiaw,D,Germany,4.5,0,0,0.4,0
Wout Weghorst,W. Weghorst,F,Netherlands,5,0,0,0.7,0
Diego Moreira,D. Moreira,M,Belgium,5.5,0,0,0.5,0
Jaloliddin Masharipov,J. Masharipov,M,Uzbekistan,4,0,0,0,0
Matías Viña,M. Viña,D,Uruguay,4,0,0,1,0
Jordan Henderson,J. Henderson,M,England,4.5,0,0,0.8,0
Antoine Mendy,A. Mendy,D,Senegal,5,0,0,0.4,0
Lenny Joseph,L. Joseph,F,Haiti,4,0,0,0.2,0
Youssef Belammari,Y. Belammari,D,Morocco,4,0,0,0.4,0
José María Giménez,J. M. Giménez,D,Uruguay,5.5,0,0,1.4,0
Yerry Mina,Y. Mina,D,Colombia,4.5,0,0,0.6,0
Ousmane Diomande,O. Diomande,D,Côte d'Ivoire,5,0,0,0.5,0
Samir Sophian Chergui,S. S. Chergui,D,Algeria,4.5,0,0,0,0
Evann Guessand,E. Guessand,F,Côte d'Ivoire,5.5,0,0,0.8,0
Duke Lacroix,D. Lacroix,D,Haiti,4,0,0,0.2,0
Nikola Vlašić,N. Vlašić,M,Croatia,5,0,0,0.2,0
Gonçalo Guedes,G. Guedes,F,Portugal,5.5,0,0,0.9,0
Dean Henderson,D. Henderson,G,England,4.5,0,0,0.3,0
Maximilian Beier,M. Beier,F,Germany,5,0,0,0.2,0
Woodensky Pierre,W. Pierre,M,Haiti,4,0,0,0.1,0
Borja Iglesias,B. Iglesias,F,Spain,5,0,0,0.4,0
Zakaria El Ouahdi,Z. E. Ouahdi,D,Morocco,4.5,0,0,0.1,0
Samú Costa,S. Costa,M,Portugal,5.5,0,0,0.5,0
Bazoumana Touré,B. Touré,M,Côte d'Ivoire,4.5,0,0,0.2,0
Ardon Jashari,A. Jashari,M,Switzerland,5,0,0,0.1,0
David Ospina,D. Ospina,G,Colombia,4,0,0,0.9,0
Mike Penders,M. Penders,G,Belgium,4,0,0,0.2,0
Félix Torres,F. Torres,D,Ecuador,4.5,0,0,0.1,0
Marc Pubill,Pubill,D,Spain,5,0,0,0.4,0
Elye Wahi,E. Wahi,F,Côte d'Ivoire,4,0,0,1.2,0
Brian Cipenga,B. Cipenga,F,DR Congo,4.5,0,0,0.1,0
Abdoulaye Seck,A. Seck,D,Senegal,4,0,0,0.3,0
José Sá,J. Sá,G,Portugal,4.5,0,0,0.4,0
Alexis Vega,A. Vega,M,Mexico,5.5,0,0,0.6,0
Jean-Kévin Duverne,J. Duverne,D,Haiti,4,0,0,0.1,0
Khalil Ayari,K. Ayari,F,Tunisia,4,0,0,0.2,0
Dan Burn,D. Burn,D,England,4.5,0,0,0.4,0
Pascal Groß,P. Groß,M,Germany,5.5,0,0,0.5,0
Mohamed Tougai,M. Tougai,D,Algeria,4,0,0,0.1,0
Dylan Batubinsika,D. Batubinsika,D,DR Congo,4,0,0,0,0
Thelo Aasgaard,T. Aasgaard,M,Norway,4.5,0,0,0.2,0
Deniz Gül,D. Gül,F,Türkiye,5,0,0,0.2,0
Eren Elmalı,E. Elmalı,D,Türkiye,4.5,0,0,0.1,0
Derrick Etienne,D. Etienne,F,Haiti,4,0,0,0.1,0
Rodrigo Zalazar,R. Zalazar,F,Uruguay,5.5,0,0,0.7,0
Kaan Ayhan,K. Ayhan,D,Türkiye,4,0,0,0.2,0
Emiliano Martínez,E. Martínez,M,Uruguay,4.5,0,0,0.2,0
Rui Silva,R. Silva,G,Portugal,4,0,0,0.4,0
Çağlar Söyüncü,Ç. Söyüncü,D,Türkiye,4.5,0,0,0.2,0
Munir El Kajoui,M. El Kajoui,G,Morocco,4,0,0,0.1,0
Matthieu Epolo,M. Epolo,G,DR Congo,4,0,0,0.2,0
Mert Günok,M. Günok,G,Türkiye,4,0,0,0.1,0
İrfan Can Kahveci,İ. C. Kahveci,M,Türkiye,4.5,0,0,0.1,0
Gaël Kakuta,G. Kakuta,M,DR Congo,4,0,0,0.2,0
Christopher Baah,C. Baah,M,Ghana,5,0,0,0.1,0
Redouane Halhal,R. Halhal,D,Morocco,4.5,0,0,0.1,0
Haris Tabaković,H. Tabaković,F,Bosnia & Herzegovina,5,0,0,0.1,0
Yehvann Diouf,Y. Diouf,G,Senegal,4,0,0,0.1,0
Antonio Sanabria,A. Sanabria,F,Paraguay,5.5,0,0,0.7,0
Amine Sbai,A. Sbai,F,Morocco,4,0,0,0.3,0
Zeno Debast,Z. Debast,D,Belgium,5,0,0,0,0
Koni De Winter,K. De Winter,D,Belgium,4.5,0,0,0.2,0
Farès Ghedjemis,F. Ghedjemis,F,Algeria,4.5,0,0,0,0
Yassine Titraoui,Y. Titraoui,M,Algeria,5,0,0,0.1,0
Santiago Arias,S. Arias,D,Colombia,4,0,0,0.5,0
Ali Maamar,A. Maamar,D,Morocco,4.5,0,0,0,0
Oğuz Aydın,O. Aydın,M,Türkiye,4.5,0,0,0,0
Alban Lafont,A. Lafont,G,Côte d'Ivoire,4.5,0,0,0.2,0
Timothy Fayulu,T. Fayulu,G,DR Congo,4,0,0,0.1,0
Toni Fruk,T. Fruk,M,Croatia,4,0,0,0.5,0
Achref Abada,A. Abada,D,Algeria,4,0,0,0.1,0
Alan Minda,A. Minda,F,Ecuador,4.5,0,0,0.1,0
Mehdi Al Harrar,M. Harrar,G,Morocco,4.5,0,0,0.1,0
Tyler Fletcher,T. Fletcher,M,Scotland,4,0,0,0.5,0
Duje Ćaleta-Car,D. Ćaleta-Car,D,Croatia,5,0,0,0.1,0
Jeremy Arevalo,J. Arévalo,F,Ecuador,4,0,0,0.2,0
Carl Fred Sainté,C. F. Sainté,D,Haiti,4,0,0,0,0
Brenden Aaronson,B. Aaronson,M,USA,5.5,0,0,0.5,0
Mark Flekken,M. Flekken,G,Netherlands,4,0,0,0.3,0
Orbelín Pineda,O. Pineda,M,Mexico,5.5,0,0,0.5,0
Brice Samba,B. Samba,G,France,4,0,0,0.3,0
Ozan Kabak,O. Kabak,D,Türkiye,4.5,0,0,0.1,0
Sebastian Nanasi,S. Nanasi,M,Sweden,5,0,0,0.1,0
Sergio Rochet,S. Rochet,G,Uruguay,5,0,0,0.8,0
Alex Zendejas,A. Zendejas,M,USA,5,0,0,0.1,0
Mateo Chávez,M. Chávez,D,Mexico,4.5,0,0,0.1,0
Alexander Nübel,A. Nübel,G,Germany,4,0,0,0.4,0
Nikola Moro,N. Moro,M,Croatia,4.5,0,0,0.1,0
Prince Kwabena Adu,P. K. Adu,F,Ghana,4,0,0,0.2,0
Gue-sung Cho,G. Cho,F,South Korea,4.5,0,0,0.1,0
Alexandre Pierre,A. Pierre,G,Haiti,4,0,0,0.1,0
Marwane Saadane,M. Saadane,D,Morocco,4,0,0,0.1,0
Keeto Thermoncy,K. Thermoncy,D,Haiti,4,0,0,0.1,0
Adalberto Carrasquilla,A. Carrasquilla,M,Panama,4.5,0,0,0.1,0
Dominik Kotarski,D. Kotarski,G,Croatia,4.5,0,0,0.1,0
Mats Wieffer,M. Wieffer,D,Netherlands,4.5,0,0,0.1,0
Robin Roefs,R. Roefs,G,Netherlands,4.5,0,0,0.2,0
Hazem Mastouri,H. Mastouri,F,Tunisia,4.5,0,0,0.1,0
Oussama Benbot,O. Benbot,G,Algeria,4,0,0,0.1,0
Alidu Seidu,A. Seidu,D,Ghana,4.5,0,0,0.1,0
Jean Michaël Seri,J. M. Seri,M,Côte d'Ivoire,4.5,0,0,0.1,0
Kristijan Jakić,K. Jakić,M,Croatia,4.5,0,0,0.1,0
Utkir Yusupov,U. Yusupov,G,Uzbekistan,4,0,0,0.2,0
Jun-Ho Bae,B. Jun-Ho,M,South Korea,4.5,0,0,0,0
Nabil Donga,N. Donga,M,Egypt,4.5,0,0,0,0
Hussein Ali,H. Ali,D,Iraq,4,0,0,0.1,0
Samed Baždar,S. Baždar,F,Bosnia & Herzegovina,4,0,0,0.2,0
Wilguens Paugain,W. Paugain,D,Haiti,4,0,0,0,0
Martin Erlić,M. Erlić,D,Croatia,4.5,0,0,0.1,0
Melvin Mastil,M. Mastil,G,Algeria,4,0,0,0,0
Marten de Roon,M. de Roon,M,Netherlands,6,0,0,1,0
Josué Duverger,J. Duverger,G,Haiti,4,0,0,0,0
Robin Risser,R. Risser,G,France,4,0,0,0.2,0
Matt Turner,M. Turner,G,USA,4.5,0,0,0.4,0
Nawaf Al-Aqidi,N. Al-Aqidi,G,Saudi Arabia,4.5,0,0,0.1,0
Amir Hadžiahmetović,A. Hadžiahmetović,M,Bosnia & Herzegovina,4,0,0,0.2,0
Dylan Bronn,D. Bronn,D,Tunisia,4,0,0,0.1,0
Joaquin Seys,J. Seys,D,Belgium,5,0,0,0.1,0
Amar Memić,A. Memić,M,Bosnia & Herzegovina,5,0,0,0.1,0
Mathew Ryan,M. Ryan,G,Australia,4.5,0,0,0.3,0
Fabián Balbuena,F. Balbuena,D,Paraguay,4.5,0,0,0.1,0
Rodrigo Aguirre,R. Aguirre,F,Uruguay,5.5,0,0,0.7,0
Mahdi Soliman,M. Soliman,G,Egypt,4,0,0,0,0
Iqraam Rayners,I. Rayners,F,South Africa,4,0,0,0.2,0
Oliver Baumann,O. Baumann,G,Germany,4.5,0,0,0.3,0
Ayman Yahya,A. Yahya,M,Saudi Arabia,4.5,0,0,0,0
Juan Portilla,J. Portilla,M,Colombia,4.5,0,0,0.1,0
Christopher Operi,C. Operi,D,Côte d'Ivoire,4,0,0,0.1,0
Parfait Guiagon,P. Guiagon,M,Côte d'Ivoire,4.5,0,0,0,0
Martin Zlomislić,M. Zlomislić,G,Bosnia & Herzegovina,4,0,0,0.1,0
Rustam Ashurmatov,R. Ashurmatov,D,Uzbekistan,4,0,0,0.1,0
Denil Castillo,D. Castillo,M,Ecuador,4.5,0,0,0.1,0
Rayan Elloumi,R. Elloumi,F,Tunisia,4,0,0,0.1,0
Tshepang Moremi,T. Moremi,M,South Africa,4,0,0,0.1,0
Saša Kalajdžić,S. Kalajdžić,F,Austria,4.5,0,0,0.1,0
Abdul Mumin,A. Mumin,D,Ghana,4.5,0,0,0,0
Aaron Tshibola,A. Tshibola,M,DR Congo,4,0,0,0.1,0
Mortadha Ben Ouanes,M. B. Ouanes,M,Tunisia,4.5,0,0,0,0
Kevin Yakob,K. Yakob,M,Iraq,4,0,0,0,0
Santiago Bueno,S. Bueno,D,Uruguay,4.5,0,0,0.1,0
David Jurásek,D. Jurásek,D,Czechia,5,0,0,0.1,0
Mohamed Koné,M. Koné,G,Côte d'Ivoire,4,0,0,0.1,0
David Affengruber,D. Affengruber,D,Austria,4,0,0,0.1,0
Álvaro Montero,Á. Montero,G,Colombia,4.5,0,0,0.2,0
Yaimar Medina,Y. Medina,D,Ecuador,4.5,0,0,0.1,0
Moataz Nefati,M. Neffati,D,Tunisia,4,0,0,0,0
Frans Putros,F. Putros,D,Iraq,4,0,0,0.1,0
Ahmed Reda Tagnaouti,A. R. Tagnaouti,G,Morocco,4,0,0,0.1,0
Deiver Machado,D. Machado,D,Colombia,4,0,0,0.3,0
Roberto Fernández,R. Fernández,G,Paraguay,4.5,0,0,0.1,0
Kamogelo Sebelebele,K. Sebelebele,M,South Africa,4,0,0,0.1,0
Dayne St. Clair,D. St. Clair,G,Canada,5,0,0,0.4,0
Willer Ditta,W. Ditta,D,Colombia,4.5,0,0,0.1,0
Gustavo Caballero,G. Caballero,M,Paraguay,4,0,0,0.1,0
Patrick Wimmer,P. Wimmer,M,Austria,5.5,0,0,0.5,0
Adem Arous,A. Arous,D,Tunisia,4,0,0,0,0
Sipho Chaine,S. Chaine,G,South Africa,4,0,0,0.1,0
Jens Castrop,J. Castrop,M,South Korea,5.5,0,0,0.4,0
Dennis Hadžikadunić,D. Hadžikadunić,D,Bosnia & Herzegovina,4.5,0,0,0,0
Samet Akaydın,S. Akaydın,D,Türkiye,4,0,0,0.1,0
Saleh Al-Shehri,S. Al-Shehri,F,Saudi Arabia,4,0,0,0.1,0
Stjepan Radeljić,S. Radeljić,D,Bosnia & Herzegovina,4,0,0,0.1,0
Alejandro Romero,Kaku,M,Paraguay,4.5,0,0,0,0
Joseph Anang,J. Anang,G,Ghana,4,0,0,0.1,0
Nihad Mujakić,N. Mujakić,D,Bosnia & Herzegovina,4,0,0,0.1,0
Scott McKenna,S. McKenna,D,Scotland,4,0,0,0.2,0
Mahmoud Saber,M. Saber,M,Egypt,4.5,0,0,0,0
Augustine Boakye,A. Boakye,M,Ghana,5,0,0,0.1,0
Rebin Sulaka,R. Sulaka,D,Iraq,4,0,0,0,0
Derrick Luckassen,D. Luckassen,D,Ghana,4,0,0,0.1,0
Guillermo Martínez,G. Martínez,F,Mexico,4.5,0,0,0.1,0
Ivor Pandur,I. Pandur,G,Croatia,4,0,0,0.1,0
Carlos Acevedo,C. Acevedo,G,Mexico,4,0,0,0.1,0
Anthony Valencia,A. Valencia,F,Ecuador,4,0,0,0.5,0
Jamshid Iskandarov,J. Iskanderov,M,Uzbekistan,4,0,0,0,0
Logan Costa,L. Costa,D,Cabo Verde,4,0,0,0.1,0
Florian Grillitsch,F. Grillitsch,M,Austria,5,0,0,0.1,0
Sultan Mandash,S. Mandash,F,Saudi Arabia,4,0,0,0.1,0
Gustaf Nilsson,G. Nilsson,F,Sweden,4.5,0,0,0.1,0
Yuto Nagatomo,Y. Nagatomo,D,Japan,4,0,0,0.3,0
Santiago Mele,S. Mele,G,Uruguay,4.5,0,0,0.1,0
Morten Thorsby,M. Thorsby,M,Norway,4.5,0,0,0.1,0
Aurèle Amenda,A. Amenda,D,Switzerland,5,0,0,0.1,0
Carl Starfelt,C. Starfelt,D,Sweden,4.5,0,0,0,0
Khalid Al-Ghannam,K. Al-Ghannam,F,Saudi Arabia,4.5,0,0,0,0
Mark McKenzie,M. McKenzie,D,USA,4.5,0,0,0.1,0
Farrukh Sayfiev,F. Sayfiev,D,Uzbekistan,4,0,0,0,0
Zaid Tahseen,Z. Tahseen,D,Iraq,4,0,0,0,0
Lukáš Horníček,L. Horníček,G,Czechia,4.5,0,0,0.1,0
Jan Kuchta,J. Kuchta,F,Czechia,4.5,0,0,0,0
Alexander Prass,A. Prass,M,Austria,5,0,0,0.1,0
Wagner Pina,W. Pina,D,Cabo Verde,4,0,0,0.1,0
Jakhongir Urozov,J. Urozov,D,Uzbekistan,4,0,0,0,0
Gonzalo Valle,G. Valle,G,Ecuador,4,0,0,0.1,0
Mohamed Alaa,M. Alaa,G,Egypt,4,0,0,0,0
Almoez Ali,A. Ali,M,Qatar,4,0,0,0.1,0
Samukelo Kabini,S. Kabini,D,South Africa,4,0,0,0,0
Dennis Eckert Ayensa,D. Eckert Ayensa,F,Iran,4.5,0,0,0,0
Jo Hyeonwoo,J. Hyeonwoo,G,South Korea,4,0,0,0.1,0
Jordy Alcivar,J. Alcivar,M,Ecuador,4,0,0,0.2,0
Moisés Ramírez,M. Ramírez,G,Ecuador,4,0,0,0.1,0
Cristian Roldán,C. Roldán,M,USA,4,0,0,0.2,0
Gastón Olveira,G. Olveira,G,Paraguay,4,0,0,0.1,0
Hossein Hosseini,H. Hosseini,G,Iran,4,0,0,0,0
Eray Cömert,E. Cömert,D,Switzerland,4.5,0,0,0,0
Ken Sema,K. Sema,M,Sweden,4.5,0,0,0,0
Khulumani Ndamane,K. Ndamane,D,South Africa,4,0,0,0,0
Maximilian Arfsten,M. Arfsten,M,USA,4.5,0,0,0,0
Yvon Mvogo,Y. Mvogo,G,Switzerland,4,0,0,0.1,0
